ORIGIN_STATE,DEST_STATE,DISTANCE,ORIGIN_LAT,ORIGIN_LNG,DEST_LAT,DEST_LNG
CA,WV,2412.694,33.943016393442626,-118.24177049180327,39.842262295081966,-80.75718032786885
CA,WY,837.39795,34.072886597938144,-118.19886597938144,41.57381443298969,-109.92855670103093
CO,AL,1304.675,39.7525,-104.795,33.400000000000006,-87.0675
CO,AR,942.30334,39.683,-104.74066666666667,34.806666666666665,-92.40433333333333
CO,AZ,923.0576,39.740523560209425,-104.787277486911,33.31282722513089,-112.07612565445027
CO,CA,1121.411,39.742676282051285,-104.78391025641027,35.828301282051285,-119.71576923076923
CO,CO,57.39356,39.81055073697654,-104.87794551162666,39.670347469802586,-105.11545415846325
CO,CT,1884.6,39.74,-104.78,41.38,-72.85
CO,DC,1659.7,39.76,-104.87,38.93,-76.97
CO,DE,1732.5,39.76,-104.87,39.66,-75.57
CO,FL,1882.7738,39.7447619047619,-104.78571428571429,27.58,-81.94071428571428
CO,GA,1411.6704,39.675625000000004,-104.97708333333333,33.638125,-84.4425
CO,IA,672.97656,39.740625,-104.7828125,42.6340625,-95.50203125
CO,ID,660.0706,39.77144078144078,-104.80849816849818,43.255311355311356,-112.9823199023199
CO,IL,989.9756,39.6309756097561,-104.78317073170732,41.52682926829268,-88.20487804878049
CO,IN,1068.9457,39.861714285714285,-104.78628571428571,39.73742857142857,-86.42
CO,KS,416.06653,39.748477218225425,-104.80377697841728,38.48647482014388,-98.4451798561151
CO,KY,1169.5068,39.74454545454545,-104.79363636363637,38.27977272727273,-84.59363636363638
CO,LA,1253.1167,39.745000000000005,-104.786,30.733333333333334,-91.52433333333333
CO,MA,1995.5875,39.74,-104.78,42.065,-71.35499999999999
CO,MD,1634.3273,39.75363636363637,-104.80181818181818,39.26090909090909,-76.95409090909091
CO,ME,2105.5,39.74,-104.78,43.63,-70.28
CO,MI,1231.1428,39.743571428571435,-104.78428571428572,42.56071428571429,-83.99785714285714
CO,MN,913.6072,39.7447619047619,-104.78571428571429,44.971666666666664,-93.23547619047619
CO,MO,681.65137,39.76581081081081,-104.75378378378377,38.88891891891892,-93.05891891891892
CO,MT,735.16644,39.77849834619625,-104.81082690187432,46.44093495038589,-111.02426019845646
CO,NC,1591.3158,39.753157894736844,-104.79578947368422,35.47578947368421,-80.02157894736843
CO,ND,762.554,39.74,-104.78,47.17600243013366,-100.23200486026732
CO,NE,386.84415,39.760849420849425,-104.78929729729731,41.21171428571429,-99.03148262548262
CO,NJ,1804.9385,39.744615384615386,-104.78807692307693,40.91230769230769,-74.03999999999999
CO,NM,465.01917,39.76719918422842,-104.80998300475868,34.828667573079535,-106.25393609789259
CO,NV,777.13403,39.55159722222223,-105.31833333333333,38.38847222222223,-116.12319444444445
CO,NY,1619.9176,39.74941176470588,-104.82352941176471,42.21941176470588,-75.68117647058823
CO,OH,1251.4437,39.69375,-104.79625,40.255,-83.12
CO,OK,660.79236,39.751842105263165,-104.7942105263158,35.82815789473684,-96.90368421052632
CO,OR,1275.0428,39.74053475935829,-104.78064171122995,44.953957219251336,-122.69
CO,PA,1428.08,39.769999999999996,-104.816,40.39,-80.18
CO,SC,1639.4333,39.75333333333333,-104.83999999999999,33.806666666666665,-80.59333333333332
CO,SD,526.06415,39.771314606741576,-104.79647191011236,43.94438202247191,-100.4515617977528
CO,TN,1190.8234,39.74067796610169,-104.9071186440678,35.434915254237296,-86.82423728813559
CO,TX,853.39746,39.74856418918919,-104.83217905405405,31.825489864864863,-98.62055743243243
CO,UT,531.7016,39.786158407454465,-104.81622617534943,40.708585345192716,-111.91397924608218
CO,VA,1529.7537,39.751707317073176,-104.78926829268292,37.56634146341464,-79.79073170731708
CO,WA,1296.7311,39.739777070063695,-104.78216560509554,47.34987261146497,-121.39694267515924
CO,WI,1035.8264,39.644999999999996,-104.87363636363635,43.90954545454545,-89.08090909090909
CO,WV,1325.1,39.74,-104.78000000000002,38.52,-81.88
CO,WY,328.88474,39.803361976369494,-104.8077336197637,43.12572502685285,-106.8898388829216
CT,AZ,2564.4272,41.751999999999995,-72.74133333333334,33.422000000000004,-112.25133333333333
CT,CA,2991.5557,41.78055555555555,-72.70722222222223,34.011111111111106,-118.22111111111111
CT,CO,1836.7,41.17,-73.13,39.76,-104.87
CT,CT,37.120777,41.469122302158276,-72.79277697841727,41.63018705035971,-72.73362589928057
CT,GA,994.2672,41.6128,-72.684,33.6304,-84.4596
CT,IL,887.0056,41.476400000000005,-72.8696,41.6392,-88.1208
CT,IN,835.6,41.38,-72.85,39.76,-86.39
CT,KS,1525.0,41.91,-72.59,37.67,-97.36
CT,KY,1022.3273,41.86181818181818,-72.61363636363636,36.96818181818182,-87.31090909090909
CT,MA,65.62233,41.513689320388345,-72.7478640776699,42.16407766990291,-72.31485436893205
CT,MD,335.98474,41.47963235294118,-72.83284926470589,39.63,-77.71
CT,MI,899.0,41.79,-72.66,43.39,-86.34
CT,MO,1160.0,41.655,-73.03,38.89,-92.315
CT,MS,1255.0,41.91,-72.59,34.81,-90.31
CT,NC,765.60815,41.79049586776859,-72.6599173553719,35.119421487603304,-80.81388429752066
CT,NJ,74.53216,41.390624048706236,-73.07543378995433,40.98698630136987,-73.96700152207002
CT,NM,2137.35,41.879999999999995,-72.62,35.13,-106.75
CT,NV,2476.4,41.395,-72.9075,40.95,-115.79
CT,NY,107.26,41.687,-72.80600000000001,40.683,-73.816
CT,OH,666.4737,41.91,-72.59,41.66842105263158,-83.42842105263158
CT,OK,1488.0,41.91,-72.59,36.19,-95.91
CT,ON,426.0,41.91,-72.59,45.4256505,-76.3411686
CT,OR,2929.0,41.83,-73.12,45.54,-122.5
CT,PA,220.26619,41.70928571428571,-72.75380952380954,40.94642857142857,-76.03642857142857
CT,RI,82.14,41.348,-72.889,41.479,-71.74300000000001
CT,SC,793.1,41.79,-72.53,34.93,-81.02
CT,TN,1181.7,41.38,-72.85,35.1,-90.09
CT,TX,1622.786,41.249452054794524,-73.28794520547946,32.183424657534246,-96.66068493150685
CT,VA,761.0,41.85,-72.65,36.71,-82.79
CT,WA,2930.6624,41.8646875,-72.6752734375,47.171640625,-121.2787109375
CT,WI,1219.1138,41.661886792452826,-72.35528301886792,44.84943396226415,-91.11226415094339
DC,AZ,2353.6,38.93,-76.97,33.42,-112.2
DC,CA,2662.2,38.93,-76.97,33.92,-118.06
DC,CO,1661.9,38.93,-76.97,39.76,-104.87
DC,DE,103.7,38.93,-76.97,39.66,-75.57
DC,GA,657.15,38.93,-76.97,33.615,-84.28999999999999
DC,IL,708.12,38.93,-76.97,41.760000000000005,-87.92
DC,MA,419.5,38.93,-76.97,41.9,-71.09
DC,MD,47.80476,38.93142857142857,-76.97809523809524,39.32619047619047,-76.54380952380953
DC,MO,838.1,38.93,-76.97,38.79,-90.51
DC,NH,488.5,38.93,-76.97,43.23,-71.56
DC,NJ,224.2,38.93,-76.97,40.79,-74.02
DC,NY,289.35,38.93,-76.97,41.54,-73.875
DC,SC,472.7,38.93,-76.97,34.3,-80.96
DC,TX,1337.9,38.93,-76.97,32.92,-96.89
DC,VA,34.60894,38.917956204379564,-77.02489051094891,38.79,-77.53
DE,AZ,2409.15,39.5375,-75.66749999999999,33.42,-112.2
DE,CA,2749.4,39.15,-75.51,34.04,-118.44
DE,CO,1738.9,39.45,-75.71,39.76,-104.87
DE,DC,103.7,39.66,-75.57,38.93,-76.97
DE,GA,739.8,38.81,-75.34,33.595,-84.42
DE,IL,719.002,39.66,-75.57,41.714,-88.01
DE,IN,574.36,39.29,-75.6,39.61,-86.37
DE,KS,1175.5,39.66,-75.57,38.98,-95.34
DE,MD,105.040276,39.11838709677419,-75.51322580645162,39.27672811059907,-76.94198156682027
DE,MN,1050.1,39.62,-75.73,44.04,-91.65
DE,MO,1035.6016,39.68282051282051,-75.66448717948718,38.98448717948718,-92.89307692307692
DE,NC,373.5,39.66,-75.57,35.82,-78.31
DE,NE,1234.6832,39.66,-75.57,40.86,-96.61
DE,NJ,122.2,39.66,-75.57,40.79,-74.02
DE,NY,251.41971,39.70705882352941,-75.72999999999999,42.315588235294115,-74.14235294117647
DE,PA,73.6,39.2,-75.585,40.045,-75.28999999999999
DE,SC,558.5,39.66,-75.57,34.3,-80.96
DE,TX,1484.8953,39.49604166666666,-75.66291666666667,30.677291666666665,-95.993125
DE,VA,139.4,39.66,-75.57,38.79,-77.53
DE,WA,2743.2222,39.62,-75.73,47.43111111111111,-122.25777777777778
DE,WI,1053.1307,39.66,-75.57,44.83,-90.93769230769232
FL,AL,166.31252,30.062912482065997,-85.6567575322812,31.131994261119083,-87.40648493543759
FL,AR,937.2167,28.319444444444443,-81.44111111111111,34.852222222222224,-92.26555555555555
FL,AZ,2139.7786,28.37607843137255,-81.40607843137255,33.3121568627451,-112.11254901960784
FL,CA,2637.9084,28.290505050505047,-81.44939393939394,35.48323232323232,-119.4001515151515
FL,CO,1861.3242,28.2030303030303,-81.33181818181818,39.802121212121214,-104.84636363636363
FL,CT,1203.175,28.38,-81.33,41.7475,-72.7775
FL,DE,978.9,28.38,-81.33,39.8,-75.54
FL,FL,96.28881,27.834967223221813,-81.40694691545981,27.74911597065818,-81.42977175786706
FL,GA,342.56342,29.097966589861752,-82.76766705069123,32.98188076036867,-83.61430587557604
FL,IA,1459.2999,27.210714285714285,-80.9057142857143,41.912142857142854,-93.13857142857144
FL,ID,2583.6182,28.29272727272727,-81.44636363636363,43.51818181818182,-115.52272727272727
FL,IL,1179.4855,28.370701754385962,-81.75421052631579,41.7461403508772,-88.09894736842107
FL,IN,1025.9227,28.03792207792208,-81.49519480519481,39.74045454545455,-86.38798701298701
FL,KS,1281.9529,28.38,-81.33,38.8464705882353,-95.21823529411765
FL,KY,870.12177,28.052608695652175,-81.62760869565217,38.08239130434783,-84.72717391304349
FL,LA,698.4025,28.371499999999997,-81.40475,30.496249999999996,-90.79775
FL,MA,1300.8524,28.304285714285715,-81.30809523809523,42.06380952380952,-71.38
FL,MD,912.21387,28.234305555555554,-81.36166666666666,39.38291666666667,-77.2325
