PU_APPT_YEAR,PU_APPT_MONTH,PU_APPT_WEEK,ORIGIN_COUNTRY,ORIGIN_STATE,WEEKLY_DISTANCE_TRAVELLED
2019,1,1,Canada,ON,9243.7
2019,1,1,United States,AL,4971.9
2019,1,1,United States,AZ,85375.94
2019,1,1,United States,CA,62809.74
2019,1,1,United States,CO,45202.6
2019,1,1,United States,CT,844.0
2019,1,1,United States,FL,11813.6
2019,1,1,United States,GA,89970.54
2019,1,1,United States,IA,498.80002
2019,1,1,United States,IL,281.8
2019,1,1,United States,IN,63643.2
2019,1,1,United States,KS,26460.4
2019,1,1,United States,KY,3683.6
2019,1,1,United States,LA,41.6
2019,1,1,United States,MA,2978.8
2019,1,1,United States,MD,32982.8
2019,1,1,United States,MI,9230.4
2019,1,1,United States,MN,2137.7
2019,1,1,United States,MO,9275.82
2019,1,1,United States,MS,2103.2
2019,1,1,United States,MT,1877.4
2019,1,1,United States,NC,12036.8
2019,1,1,United States,NE,323.6
2019,1,1,United States,NJ,8905.4
2019,1,1,United States,NM,5307.1
2019,1,1,United States,NV,50910.34
2019,1,1,United States,NY,10074.899
2019,1,1,United States,OH,26235.2
2019,1,1,United States,OK,2391.6
2019,1,1,United States,OR,1001.8
2019,1,1,United States,PA,63226.3
2019,1,1,United States,SC,20529.06
2019,1,1,United States,TN,142975.6
2019,1,1,United States,TX,69444.86
2019,1,1,United States,UT,3205.4
2019,1,1,United States,VA,10664.4
2019,1,1,United States,WA,70632.43
2019,1,1,United States,WI,8350.8
2019,1,1,United States,WV,24908.2
2019,1,2,Canada,BC,918.4
2019,1,2,Canada,ON,15304.6
2019,1,2,United States,AL,6079.2
2019,1,2,United States,AR,2971.0
2019,1,2,United States,AZ,118646.7
2019,1,2,United States,CA,170947.25
2019,1,2,United States,CO,73103.2
2019,1,2,United States,CT,8319.4
2019,1,2,United States,DC,106.0
2019,1,2,United States,DE,112.5
2019,1,2,United States,FL,22335.5
2019,1,2,United States,GA,145491.6
2019,1,2,United States,IA,8183.0
2019,1,2,United States,ID,2412.3
2019,1,2,United States,IL,11154.0
2019,1,2,United States,IN,118623.6
2019,1,2,United States,KS,64914.24
2019,1,2,United States,KY,6118.9
2019,1,2,United States,LA,5615.8
2019,1,2,United States,MA,11240.9
2019,1,2,United States,MD,61630.4
2019,1,2,United States,ME,361.3
2019,1,2,United States,MI,28069.08
2019,1,2,United States,MN,2028.2001
2019,1,2,United States,MO,48785.0
2019,1,2,United States,MS,14511.4
2019,1,2,United States,MT,5134.8
2019,1,2,United States,NC,20523.3
2019,1,2,United States,NE,1549.6
2019,1,2,United States,NJ,12531.8
2019,1,2,United States,NM,65192.3
2019,1,2,United States,NV,170542.03
2019,1,2,United States,NY,32279.6
2019,1,2,United States,OH,55465.6
2019,1,2,United States,OK,7009.0
2019,1,2,United States,OR,9270.9
2019,1,2,United States,PA,166471.25
2019,1,2,United States,SC,75449.28
2019,1,2,United States,SD,410.6
2019,1,2,United States,TN,244399.4
2019,1,2,United States,TX,113743.31
2019,1,2,United States,UT,4919.6
2019,1,2,United States,VA,59761.6
2019,1,2,United States,VT,1257.3
2019,1,2,United States,WA,221637.19
2019,1,2,United States,WI,32446.9
2019,1,2,United States,WV,50136.7
2019,1,2,United States,WY,1536.2001
2019,1,3,Canada,ON,13371.5
2019,1,3,Canada,QC,3870.7002
2019,1,3,United States,AL,8913.9
2019,1,3,United States,AR,6463.1
2019,1,3,United States,AZ,98440.24
2019,1,3,United States,CA,169609.1
2019,1,3,United States,CO,69744.2
2019,1,3,United States,CT,6649.6
2019,1,3,United States,DC,68.0
2019,1,3,United States,DE,112.5
2019,1,3,United States,FL,20949.5
2019,1,3,United States,GA,143398.4
2019,1,3,United States,IA,10227.4
2019,1,3,United States,ID,3057.9
2019,1,3,United States,IL,15307.1
2019,1,3,United States,IN,89232.1
2019,1,3,United States,KS,66012.54
2019,1,3,United States,KY,9966.5
2019,1,3,United States,LA,4272.9
2019,1,3,United States,MA,7469.4004
2019,1,3,United States,MD,59834.8
2019,1,3,United States,ME,1564.5
2019,1,3,United States,MI,28681.28
2019,1,3,United States,MN,11762.0
2019,1,3,United States,MO,65619.72
2019,1,3,United States,MS,37844.3
2019,1,3,United States,MT,4310.7
2019,1,3,United States,NC,47250.3
2019,1,3,United States,ND,1589.2
2019,1,3,United States,NE,2959.4
2019,1,3,United States,NH,1490.8999
2019,1,3,United States,NJ,26894.4
2019,1,3,United States,NM,83906.2
2019,1,3,United States,NV,168077.3
2019,1,3,United States,NY,14321.3
2019,1,3,United States,OH,50727.9
2019,1,3,United States,OK,6414.6
2019,1,3,United States,OR,7595.1
2019,1,3,United States,PA,183284.45
2019,1,3,United States,RI,112.8
2019,1,3,United States,SC,61574.25
2019,1,3,United States,SD,1032.4
2019,1,3,United States,TN,313782.3
2019,1,3,United States,TX,103795.76
2019,1,3,United States,UT,11584.2705
2019,1,3,United States,VA,88460.0
2019,1,3,United States,VT,1275.7
2019,1,3,United States,WA,164154.88
2019,1,3,United States,WI,29608.2
2019,1,3,United States,WV,60582.2
2019,1,4,Canada,ON,9605.0
2019,1,4,Canada,QC,2701.3
2019,1,4,United States,AL,9607.0
2019,1,4,United States,AR,2813.9
2019,1,4,United States,AZ,96705.8
2019,1,4,United States,CA,202033.55
2019,1,4,United States,CO,83738.3
2019,1,4,United States,CT,9610.1
2019,1,4,United States,DC,78.100006
2019,1,4,United States,DE,1028.3
2019,1,4,United States,FL,27718.21
2019,1,4,United States,GA,137079.12
2019,1,4,United States,IA,4309.3
2019,1,4,United States,ID,4456.1
2019,1,4,United States,IL,23410.1
2019,1,4,United States,IN,96552.4
2019,1,4,United States,KS,48502.09
2019,1,4,United States,KY,8786.2
2019,1,4,United States,LA,4380.6
2019,1,4,United States,MA,8390.561
2019,1,4,United States,MD,48420.5
2019,1,4,United States,ME,2479.9001
2019,1,4,United States,MI,37447.9
2019,1,4,United States,MN,13532.2
2019,1,4,United States,MO,38583.5
2019,1,4,United States,MS,19816.2
2019,1,4,United States,MT,1906.7
2019,1,4,United States,NC,35339.2
2019,1,4,United States,ND,1821.5
2019,1,4,United States,NE,1975.8999
2019,1,4,United States,NH,233.4
2019,1,4,United States,NJ,22314.0
2019,1,4,United States,NM,78523.2
2019,1,4,United States,NV,92913.56
2019,1,4,United States,NY,23527.4
2019,1,4,United States,OH,94648.0
2019,1,4,United States,OK,9989.69
2019,1,4,United States,OR,11662.3
2019,1,4,United States,PA,164662.5
2019,1,4,United States,RI,46.3
2019,1,4,United States,SC,74315.21
2019,1,4,United States,SD,2371.9001
2019,1,4,United States,TN,227961.3
2019,1,4,United States,TX,105900.89
2019,1,4,United States,UT,10261.17
2019,1,4,United States,VA,94947.17
2019,1,4,United States,WA,196596.2
2019,1,4,United States,WI,25599.9
2019,1,4,United States,WV,49882.4
2019,1,4,United States,WY,1941.7001
2019,1,5,Canada,ON,9497.4
2019,1,5,Canada,QC,2701.3
2019,1,5,United States,AL,6818.1
2019,1,5,United States,AR,9612.1
2019,1,5,United States,AZ,69091.9
2019,1,5,United States,CA,108627.414
2019,1,5,United States,CO,53587.1
2019,1,5,United States,CT,8324.8
2019,1,5,United States,DC,34.6
2019,1,5,United States,DE,76.3
2019,1,5,United States,FL,39126.7
2019,1,5,United States,GA,101791.9
2019,1,5,United States,IA,3984.5
2019,1,5,United States,ID,1494.6
2019,1,5,United States,IL,7977.4
2019,1,5,United States,IN,71442.9
2019,1,5,United States,KS,40851.34
2019,1,5,United States,KY,6148.4
2019,1,5,United States,LA,5901.5
2019,1,5,United States,MA,2878.4001
2019,1,5,United States,MD,35110.0
2019,1,5,United States,ME,4665.7
2019,1,5,United States,MI,10404.3
2019,1,5,United States,MN,4540.9
2019,1,5,United States,MO,35390.42
2019,1,5,United States,MS,9648.8
2019,1,5,United States,MT,2165.1
2019,1,5,United States,NC,34096.9
2019,1,5,United States,ND,246.3
2019,1,5,United States,NE,621.89996
2019,1,5,United States,NH,1152.3
2019,1,5,United States,NJ,28775.1
2019,1,5,United States,NM,69494.5
2019,1,5,United States,NV,65212.14
2019,1,5,United States,NY,18027.6
2019,1,5,United States,OH,71413.7
2019,1,5,United States,OK,14125.2
2019,1,5,United States,OR,7494.3003
2019,1,5,United States,PA,154643.19
2019,1,5,United States,SC,28624.89
2019,1,5,United States,SD,128.1
2019,1,5,United States,TN,212160.9
2019,1,5,United States,TX,71580.17
2019,1,5,United States,UT,6576.87
2019,1,5,United States,VA,51336.3
2019,1,5,United States,VT,1275.7
2019,1,5,United States,WA,154789.06
2019,1,5,United States,WI,25735.44
2019,1,5,United States,WV,33965.7
2019,2,5,Canada,ON,3841.0
2019,2,5,Canada,QC,2403.25
2019,2,5,United States,AL,1351.0
2019,2,5,United States,AR,2267.4
2019,2,5,United States,AZ,20465.3
2019,2,5,United States,CA,47687.3
2019,2,5,United States,CO,16399.1
2019,2,5,United States,CT,226.4
2019,2,5,United States,DC,35.2
2019,2,5,United States,FL,19949.2
2019,2,5,United States,GA,25437.3
2019,2,5,United States,IA,2101.3
2019,2,5,United States,ID,1697.4
2019,2,5,United States,IL,3896.3
2019,2,5,United States,IN,13984.4
2019,2,5,United States,KS,7013.5
2019,2,5,United States,KY,2561.9
2019,2,5,United States,LA,2552.4
2019,2,5,United States,MA,2333.7
2019,2,5,United States,MD,8288.7
2019,2,5,United States,ME,57.4
2019,2,5,United States,MI,4603.0
2019,2,5,United States,MN,1052.4
2019,2,5,United States,MO,14588.5
2019,2,5,United States,MS,602.7
2019,2,5,United States,MT,667.0
2019,2,5,United States,NC,10476.3
2019,2,5,United States,ND,335.8
2019,2,5,United States,NE,1287.9
2019,2,5,United States,NJ,2649.5
2019,2,5,United States,NM,25336.0
2019,2,5,United States,NV,15001.5
2019,2,5,United States,NY,4149.9
2019,2,5,United States,OH,16337.3
2019,2,5,United States,OK,598.1
2019,2,5,United States,OR,2629.2998
2019,2,5,United States,PA,16997.7
2019,2,5,United States,RI,59.6
2019,2,5,United States,SC,31432.9
2019,2,5,United States,SD,121.0
2019,2,5,United States,TN,87595.3
2019,2,5,United States,TX,23897.9
2019,2,5,United States,UT,3597.1
2019,2,5,United States,VA,11381.3
2019,2,5,United States,WA,37879.9
2019,2,5,United States,WI,6019.4
2019,2,5,United States,WV,9453.0
2019,2,5,United States,WY,280.6
2019,2,6,Canada,BC,1007.0
2019,2,6,Canada,ON,14385.1
2019,2,6,Canada,QC,7934.7
2019,2,6,United States,AK,3654.0
2019,2,6,United States,AL,6703.7
2019,2,6,United States,AR,9994.3
2019,2,6,United States,AZ,113240.8
2019,2,6,United States,CA,237259.73
2019,2,6,United States,CO,87854.9
2019,2,6,United States,CT,8750.8
2019,2,6,United States,DC,34.4
2019,2,6,United States,DE,161.4
2019,2,6,United States,FL,39836.4
2019,2,6,United States,GA,125991.18
2019,2,6,United States,IA,2887.2
2019,2,6,United States,ID,1955.0
2019,2,6,United States,IL,19054.3
2019,2,6,United States,IN,95319.0
2019,2,6,United States,KS,56617.14
2019,2,6,United States,KY,11436.7
2019,2,6,United States,LA,3051.2
2019,2,6,United States,MA,9029.2
2019,2,6,United States,MD,46319.8
2019,2,6,United States,ME,3040.8
2019,2,6,United States,MI,23791.74
2019,2,6,United States,MN,18519.8
2019,2,6,United States,MO,23598.8
2019,2,6,United States,MS,16108.2
2019,2,6,United States,MT,6087.2
2019,2,6,United States,NC,21892.2
2019,2,6,United States,ND,1669.0
2019,2,6,United States,NE,550.9
2019,2,6,United States,NH,130.3
2019,2,6,United States,NJ,24149.799
2019,2,6,United States,NM,95812.5
2019,2,6,United States,NV,66350.74
2019,2,6,United States,NY,24112.4
2019,2,6,United States,OH,126308.16
2019,2,6,United States,OK,12761.6
2019,2,6,United States,OR,10676.8
2019,2,6,United States,PA,194299.31
2019,2,6,United States,RI,105.1
2019,2,6,United States,SC,63826.77
2019,2,6,United States,SD,1116.8999
2019,2,6,United States,TN,288507.1
2019,2,6,United States,TX,125023.77
2019,2,6,United States,UT,12631.87
2019,2,6,United States,VA,60472.2
2019,2,6,United States,WA,162268.9
2019,2,6,United States,WI,36935.7
2019,2,6,United States,WV,36233.8
2019,2,7,Canada,MB,1489.8
2019,2,7,Canada,ON,8643.0
2019,2,7,Canada,QC,8947.7
2019,2,7,United States,AL,5002.7
2019,2,7,United States,AR,7210.0
2019,2,7,United States,AZ,119459.4
2019,2,7,United States,CA,275167.6
2019,2,7,United States,CO,83107.3
2019,2,7,United States,CT,6035.1
2019,2,7,United States,DC,33.7
2019,2,7,United States,DE,940.0
2019,2,7,United States,FL,40267.4
2019,2,7,United States,GA,135480.9
2019,2,7,United States,IA,17899.63
2019,2,7,United States,ID,3799.9
2019,2,7,United States,IL,18349.7
2019,2,7,United States,IN,104653.3
2019,2,7,United States,KS,74512.22
2019,2,7,United States,KY,13915.899
2019,2,7,United States,LA,5135.2
2019,2,7,United States,MA,17715.16
2019,2,7,United States,MD,48356.9
2019,2,7,United States,ME,636.60004
2019,2,7,United States,MI,27502.8
2019,2,7,United States,MN,26122.4
2019,2,7,United States,MO,45278.52
2019,2,7,United States,MS,15008.0
2019,2,7,United States,MT,3651.1
2019,2,7,United States,NC,55526.88
2019,2,7,United States,ND,426.5
2019,2,7,United States,NE,1462.0
2019,2,7,United States,NJ,31532.1
2019,2,7,United States,NM,90092.8
2019,2,7,United States,NV,91828.94
2019,2,7,United States,NY,37559.1
2019,2,7,United States,OH,61890.11
2019,2,7,United States,OK,16574.8
2019,2,7,United States,OR,11423.5
2019,2,7,United States,PA,189786.8
2019,2,7,United States,RI,35.0
2019,2,7,United States,SC,73627.7
2019,2,7,United States,SD,3922.4
2019,2,7,United States,TN,245092.05
2019,2,7,United States,TX,103719.02
2019,2,7,United States,UT,10891.3
2019,2,7,United States,VA,62008.8
2019,2,7,United States,VT,1275.7
2019,2,7,United States,WA,186201.92
2019,2,7,United States,WI,37180.9
2019,2,7,United States,WV,76581.1
2019,2,8,Canada,ON,15598.1
2019,2,8,Canada,QC,5859.1
2019,2,8,United States,AL,8029.6
2019,2,8,United States,AR,2778.0999
2019,2,8,United States,AZ,128101.0
2019,2,8,United States,CA,259420.77
2019,2,8,United States,CO,99879.5
2019,2,8,United States,CT,12685.2
2019,2,8,United States,DC,32.9
2019,2,8,United States,FL,54094.5
2019,2,8,United States,GA,155927.83
2019,2,8,United States,IA,6188.7
2019,2,8,United States,ID,6024.8
2019,2,8,United States,IL,19853.87
2019,2,8,United States,IN,139053.2
2019,2,8,United States,KS,68545.44
2019,2,8,United States,KY,10927.2
2019,2,8,United States,LA,6963.2
2019,2,8,United States,MA,6163.2
2019,2,8,United States,MD,67232.8
2019,2,8,United States,ME,1536.7
2019,2,8,United States,MI,18674.5
2019,2,8,United States,MN,15516.4
2019,2,8,United States,MO,48811.82
2019,2,8,United States,MS,4480.2
2019,2,8,United States,MT,4481.6
2019,2,8,United States,NC,41011.2
2019,2,8,United States,ND,2338.5999
2019,2,8,United States,NE,2357.4
2019,2,8,United States,NJ,30983.1
2019,2,8,United States,NM,96115.0
2019,2,8,United States,NV,141949.2
2019,2,8,United States,NY,16382.8
2019,2,8,United States,OH,79218.6
2019,2,8,United States,OK,19004.0
2019,2,8,United States,OR,9396.52
2019,2,8,United States,PA,197284.86
2019,2,8,United States,SC,55909.48
2019,2,8,United States,SD,3430.8
2019,2,8,United States,TN,282624.2
2019,2,8,United States,TX,117401.82
2019,2,8,United States,UT,11317.07
2019,2,8,United States,VA,78026.04
2019,2,8,United States,VT,482.7
2019,2,8,United States,WA,184464.38
2019,2,8,United States,WI,35244.3
2019,2,8,United States,WV,38908.3
2019,2,8,United States,WY,413.1
2019,2,9,Canada,MB,1489.8
2019,2,9,Canada,ON,9596.8
2019,2,9,Canada,QC,5402.6
2019,2,9,United States,AL,6598.4
2019,2,9,United States,AR,9297.5
2019,2,9,United States,AZ,97862.4
2019,2,9,United States,CA,200580.1
2019,2,9,United States,CO,98079.2
2019,2,9,United States,CT,3808.8
2019,2,9,United States,FL,43719.8
2019,2,9,United States,GA,143636.69
2019,2,9,United States,IA,5170.5
2019,2,9,United States,ID,5546.7
2019,2,9,United States,IL,14042.15
2019,2,9,United States,IN,136638.9
2019,2,9,United States,KS,38661.52
2019,2,9,United States,KY,6536.9
2019,2,9,United States,LA,10090.5
2019,2,9,United States,MA,7017.4
2019,2,9,United States,MD,61543.4
2019,2,9,United States,ME,164.90001
2019,2,9,United States,MI,19539.2
2019,2,9,United States,MN,21403.3
2019,2,9,United States,MO,37145.1
2019,2,9,United States,MS,16544.6
2019,2,9,United States,MT,667.0
2019,2,9,United States,NC,42006.5
2019,2,9,United States,ND,3767.2998
2019,2,9,United States,NE,3677.0
2019,2,9,United States,NH,79.0
2019,2,9,United States,NJ,23574.1
2019,2,9,United States,NM,85872.7
2019,2,9,United States,NV,66694.14
2019,2,9,United States,NY,24366.74
2019,2,9,United States,OH,60012.75
2019,2,9,United States,OK,7592.4
2019,2,9,United States,OR,3987.0
2019,2,9,United States,PA,168595.2
2019,2,9,United States,RI,28.7
2019,2,9,United States,SC,63800.76
2019,2,9,United States,SD,98.5
2019,2,9,United States,TN,170164.8
2019,2,9,United States,TX,113542.82
2019,2,9,United States,UT,14518.97
2019,2,9,United States,VA,51133.0
2019,2,9,United States,VT,7215.6
2019,2,9,United States,WA,134990.52
2019,2,9,United States,WI,22568.7
2019,2,9,United States,WV,30118.0
2019,3,9,Canada,ON,4801.0
2019,3,9,Canada,QC,2403.25
2019,3,9,United States,AL,1104.2
2019,3,9,United States,AR,962.19995
2019,3,9,United States,AZ,24267.4
2019,3,9,United States,CA,69673.3
2019,3,9,United States,CO,23634.3
2019,3,9,United States,CT,4299.6
2019,3,9,United States,FL,15614.2
2019,3,9,United States,GA,54301.6
2019,3,9,United States,IA,2045.9
2019,3,9,United States,ID,866.2
2019,3,9,United States,IL,5634.95
2019,3,9,United States,IN,20662.1
2019,3,9,United States,KS,11829.2
2019,3,9,United States,KY,1961.9
2019,3,9,United States,LA,1736.12
2019,3,9,United States,MA,4051.1
2019,3,9,United States,MD,10507.7
2019,3,9,United States,ME,554.2
2019,3,9,United States,MI,11358.9
2019,3,9,United States,MN,3743.2
2019,3,9,United States,MO,28975.12
2019,3,9,United States,MS,1631.3
2019,3,9,United States,MT,667.0
2019,3,9,United States,NC,9716.9
2019,3,9,United States,ND,1669.0
2019,3,9,United States,NE,1176.2
2019,3,9,United States,NJ,4741.5
2019,3,9,United States,NM,19868.5
2019,3,9,United States,NV,25027.1
2019,3,9,United States,NY,8781.6
2019,3,9,United States,OH,14755.6
2019,3,9,United States,OK,936.3
2019,3,9,United States,OR,17061.3
2019,3,9,United States,PA,34367.9
2019,3,9,United States,RI,142.6
2019,3,9,United States,SC,18063.5
2019,3,9,United States,SD,113.2
2019,3,9,United States,TN,86164.7
2019,3,9,United States,TX,35349.55
2019,3,9,United States,UT,1394.7
2019,3,9,United States,VA,15882.9
2019,3,9,United States,WA,44170.61
2019,3,9,United States,WI,12005.5
2019,3,9,United States,WV,13955.9
2019,3,10,Canada,ON,13778.7
2019,3,10,Canada,QC,3455.85
2019,3,10,United States,AL,5995.8
2019,3,10,United States,AR,3830.0999
2019,3,10,United States,AZ,138007.1
2019,3,10,United States,CA,204003.45
2019,3,10,United States,CO,103298.88
2019,3,10,United States,CT,8621.8
2019,3,10,United States,DC,32.9
2019,3,10,United States,DE,1096.0
2019,3,10,United States,FL,44684.5
2019,3,10,United States,GA,185182.66
2019,3,10,United States,IA,11444.5
2019,3,10,United States,ID,5209.5
2019,3,10,United States,IL,19926.4
2019,3,10,United States,IN,139352.7
2019,3,10,United States,KS,58605.78
2019,3,10,United States,KY,11367.5
2019,3,10,United States,LA,3349.1199
2019,3,10,United States,MA,12177.2
2019,3,10,United States,MD,72731.2
2019,3,10,United States,ME,264.0
2019,3,10,United States,MI,34804.3
2019,3,10,United States,MN,11468.5
2019,3,10,United States,MO,42723.5
2019,3,10,United States,MS,21412.6
2019,3,10,United States,MT,5593.8
2019,3,10,United States,NC,35668.2
2019,3,10,United States,ND,2435.9
2019,3,10,United States,NE,4517.2
2019,3,10,United States,NH,160.4
2019,3,10,United States,NJ,31239.1
2019,3,10,United States,NM,90394.2
2019,3,10,United States,NV,117834.3
2019,3,10,United States,NY,23605.6
2019,3,10,United States,OH,56942.4
2019,3,10,United States,OK,3603.65
2019,3,10,United States,OR,8096.6
2019,3,10,United States,PA,175629.56
2019,3,10,United States,RI,24.3
2019,3,10,United States,SC,55204.99
2019,3,10,United States,SD,5158.1
2019,3,10,United States,TN,240506.8
2019,3,10,United States,TX,306037.9
2019,3,10,United States,UT,13284.0
2019,3,10,United States,VA,63788.47
2019,3,10,United States,VT,1257.3
2019,3,10,United States,WA,211299.3
2019,3,10,United States,WI,26947.5
2019,3,10,United States,WV,36572.4
2019,3,11,Canada,ON,17806.2
2019,3,11,Canada,QC,2701.3
2019,3,11,United States,AL,7002.5
2019,3,11,United States,AR,5056.1
2019,3,11,United States,AZ,125633.22
2019,3,11,United States,CA,227294.45
2019,3,11,United States,CO,115834.8
2019,3,11,United States,CT,8969.6
2019,3,11,United States,DE,940.0
2019,3,11,United States,FL,35489.4
2019,3,11,United States,GA,174099.06
2019,3,11,United States,IA,9038.4
2019,3,11,United States,ID,2984.3
2019,3,11,United States,IL,27884.92
2019,3,11,United States,IN,103914.0
2019,3,11,United States,KS,50947.84
2019,3,11,United States,KY,8578.1
2019,3,11,United States,LA,6300.0
2019,3,11,United States,MA,12450.0
2019,3,11,United States,MD,59584.7
2019,3,11,United States,ME,1348.3
2019,3,11,United States,MI,32131.56
2019,3,11,United States,MN,26226.2
2019,3,11,United States,MO,56090.6
2019,3,11,United States,MS,8082.3
2019,3,11,United States,MT,3901.6
2019,3,11,United States,NC,50430.1
2019,3,11,United States,ND,677.3
2019,3,11,United States,NE,2233.9
2019,3,11,United States,NJ,30339.69
2019,3,11,United States,NM,89362.6
2019,3,11,United States,NV,111789.74
2019,3,11,United States,NY,33497.0
2019,3,11,United States,OH,69794.1
2019,3,11,United States,OK,5537.4
2019,3,11,United States,OR,7597.8
2019,3,11,United States,PA,227788.12
2019,3,11,United States,RI,2955.0
2019,3,11,United States,SC,68835.37
2019,3,11,United States,SD,2451.2
2019,3,11,United States,TN,237679.8
2019,3,11,United States,TX,420858.1
2019,3,11,United States,UT,8068.0
2019,3,11,United States,VA,72463.1
2019,3,11,United States,VT,1275.7
2019,3,11,United States,WA,221586.34
2019,3,11,United States,WI,32289.2
2019,3,11,United States,WV,37584.6
2019,3,11,United States,WY,924.8
2019,3,12,Canada,BC,918.4
2019,3,12,Canada,ON,15566.4
2019,3,12,Canada,QC,2403.25
2019,3,12,United States,AL,2782.9001
2019,3,12,United States,AR,874.0
2019,3,12,United States,AZ,121143.5
2019,3,12,United States,CA,222139.66
2019,3,12,United States,CO,98254.3
2019,3,12,United States,CT,16980.2
2019,3,12,United States,FL,30069.6
2019,3,12,United States,GA,163477.3
2019,3,12,United States,IA,5149.2
2019,3,12,United States,ID,1507.6
2019,3,12,United States,IL,28010.2
2019,3,12,United States,IN,98820.7
2019,3,12,United States,KS,49229.32
2019,3,12,United States,KY,11536.4
2019,3,12,United States,LA,2666.3
2019,3,12,United States,MA,8347.7
2019,3,12,United States,MD,53415.0
2019,3,12,United States,ME,2518.5999
2019,3,12,United States,MI,33449.1
2019,3,12,United States,MN,13224.5
2019,3,12,United States,MO,44982.1
2019,3,12,United States,MS,16719.8
2019,3,12,United States,MT,4813.1
2019,3,12,United States,NC,36351.0
2019,3,12,United States,ND,3333.0
2019,3,12,United States,NE,17273.4
2019,3,12,United States,NH,1394.7
2019,3,12,United States,NJ,24671.8
2019,3,12,United States,NM,102677.8
2019,3,12,United States,NV,76181.0
2019,3,12,United States,NY,23921.4
2019,3,12,United States,OH,62548.0
2019,3,12,United States,OK,8569.42
2019,3,12,United States,OR,12488.6
2019,3,12,United States,PA,128145.88
2019,3,12,United States,RI,40.9
2019,3,12,United States,SC,96438.36
2019,3,12,United States,SD,1596.5
2019,3,12,United States,TN,243852.8
2019,3,12,United States,TX,507965.5
2019,3,12,United States,UT,13949.04
2019,3,12,United States,VA,67803.305
2019,3,12,United States,WA,200570.89
2019,3,12,United States,WI,29058.06
2019,3,12,United States,WV,31218.0
2019,3,12,United States,WY,2086.1
2019,3,13,Canada,ON,14481.5
2019,3,13,Canada,QC,5402.6
2019,3,13,United States,AL,7709.3003
2019,3,13,United States,AR,9398.9
2019,3,13,United States,AZ,108356.9
2019,3,13,United States,CA,255636.4
2019,3,13,United States,CO,59893.0
2019,3,13,United States,CT,11816.2
2019,3,13,United States,DC,33.7
2019,3,13,United States,DE,82.3
2019,3,13,United States,FL,38443.4
2019,3,13,United States,GA,193715.94
2019,3,13,United States,IA,10305.7
2019,3,13,United States,ID,5149.5
2019,3,13,United States,IL,22797.8
2019,3,13,United States,IN,106206.9
2019,3,13,United States,KS,60339.62
2019,3,13,United States,KY,12589.8
2019,3,13,United States,LA,3896.9
2019,3,13,United States,MA,8059.7
2019,3,13,United States,MD,47411.2
2019,3,13,United States,ME,1373.9
2019,3,13,United States,MI,16573.6
2019,3,13,United States,MN,11296.8
2019,3,13,United States,MO,69137.02
2019,3,13,United States,MS,15835.0
2019,3,13,United States,MT,7244.9
2019,3,13,United States,NC,34022.48
2019,3,13,United States,ND,1254.7
2019,3,13,United States,NE,1235.7
2019,3,13,United States,NH,590.8
2019,3,13,United States,NJ,29039.4
2019,3,13,United States,NM,93013.3
2019,3,13,United States,NV,117129.7
2019,3,13,United States,NY,25915.5
2019,3,13,United States,OH,58809.0
2019,3,13,United States,OK,9950.1
2019,3,13,United States,OR,9647.0
2019,3,13,United States,PA,187337.84
2019,3,13,United States,RI,78.1
2019,3,13,United States,SC,68086.41
2019,3,13,United States,SD,1633.0
2019,3,13,United States,TN,265236.7
2019,3,13,United States,TX,565497.5
2019,3,13,United States,UT,9072.07
2019,3,13,United States,VA,74731.56
2019,3,13,United States,VT,242.5
2019,3,13,United States,WA,192041.94
2019,3,13,United States,WI,34399.4
2019,3,13,United States,WV,36814.7
2019,4,14,Canada,ON,7606.3
2019,4,14,Canada,QC,2403.25
2019,4,14,United States,AL,10540.601
2019,4,14,United States,AR,8614.3
2019,4,14,United States,AZ,84524.97
2019,4,14,United States,CA,223508.95
2019,4,14,United States,CO,73831.14
2019,4,14,United States,CT,7104.7
2019,4,14,United States,DC,146.8
2019,4,14,United States,DE,360.3
2019,4,14,United States,FL,42899.4
2019,4,14,United States,GA,157286.48
2019,4,14,United States,IA,16522.1
2019,4,14,United States,ID,4180.5
2019,4,14,United States,IL,15907.45
2019,4,14,United States,IN,91643.1
2019,4,14,United States,KS,87479.94
2019,4,14,United States,KY,6307.8
2019,4,14,United States,LA,5570.4
2019,4,14,United States,MA,13918.101
2019,4,14,United States,MD,55771.3
2019,4,14,United States,ME,1427.9
2019,4,14,United States,MI,28607.44
2019,4,14,United States,MN,12866.8
2019,4,14,United States,MO,30141.4
2019,4,14,United States,MS,12678.9
2019,4,14,United States,MT,6117.1
2019,4,14,United States,NC,33908.9
2019,4,14,United States,ND,1393.8
2019,4,14,United States,NE,2477.3
2019,4,14,United States,NH,120.9
2019,4,14,United States,NJ,26487.4
2019,4,14,United States,NM,84229.3
2019,4,14,United States,NV,80694.9
2019,4,14,United States,NY,27069.3
2019,4,14,United States,OH,67701.5
2019,4,14,United States,OK,11244.4
2019,4,14,United States,OR,13558.0
2019,4,14,United States,PA,186202.7
2019,4,14,United States,SC,59897.63
2019,4,14,United States,SD,4228.0
2019,4,14,United States,TN,203392.7
2019,4,14,United States,TX,371455.1
2019,4,14,United States,UT,13732.31
2019,4,14,United States,VA,65776.2
